id,eng,ar1,ar2
e2546                   ,"Now if the two forms that lie in the points at the middles of the eyes’ surfaces and on the two axes proceed to the point on the common axis, then every two forms that occur in the eyes’ surfaces at the points on the two axes will invariably proceed to that same point on the common axis inside the common nerve.",وإذا كانت الصورتان اللتان في النقطتين اللتين في وسطي سطحي البصرين اللتين تحصلان في سطحي البصرين في النقطتين اللتين على السهمين فإنهما تنتهيان أبداً إلى تلك النقطة بعينها من تجويف العصبة المشتركة التي على السهم المشترك.,وإذا كانت الصورتان اللتان في النقطتين اللتين في وسطي سطحي البصرين اللتين تحصلان في سطحي البصرين في النقطتين اللتين على السهمين فإنهما تنتهيان أبدا إلى تلك النقطة بعينها من تجويف العصبة المشتركة التي على السهم المشترك.
e2547                   ,"For the points through which the two visual axes pass do not vary but remain the same, since the position of the two axes relative to the eyes remains the same and unchanged and their location in the eyes never varies.","لأن النقطتين اللتين يمر بهما سهما البصرين ليس تتغيران بل هما نقطتان بأعيانهما، لأن وضع السهمين من البصرين أبداً وضع واحد لا يتغير موضعاهما من البصرين أبداً لا يتغير.","لأن النقطتين اللتين يمر بهما سهما البصرين ليس تتغيران بل هما نقطتان بأعيانهما، لأن وضع السهمين من البصرين أبدا وضع واحد لا يتغير موضعاهما من البصرين أبدا لا يتغير."
e2548                   ,"Thus the point in the cavity of the common nerve which is reached by the forms produced in the eye’s surfaces at the points on the two axes, will always ., be one and the same point, i.e. the point on the common axis where the two lines drawn from the apertures’ centres through the middles of the cavities of the nerves meet.","فالنقطة من تجويف العصبة المشتركة التي إليها تنتهي الصورتان اللتان تحصلان في النقطتين اللتين على السهمين من سطحي البصرين هي أبداً نقطة واحدة بعينها، وهي النقطة التي على السهم المشترك التي يلتقي عليها الخطان الخارجان من مركزي ثقبي العظمين الممتدين من وسطي تجويفي العصبتين.","فالنقطة من تجويف العصبة المشتركة التي إليها تنتهي الصورتان اللتان تحصلان في النقطتين اللتين على السهمين من سطحي البصرين هي أبدا نقطة واحدة بعينها، وهي النقطة التي على السهم المشترك التي يلتقي عليها الخطان الخارجان من مركزي ثقبي العظمين الممتدين من وسطي تجويفي العصبتين."
e2549                   ,Let us call this point on the common axis within the cavity of the common nerve ‘the Centre’.,"فلنسم هذه النقطة التي في تجويف العصبة المشتركة التي هي على السهم المشترك المركز.
","فلنسم هذه النقطة التي في تجويف العصبة المشتركة التي هي على السهم المشترك المركز.
"
e2550                   ,"This having been demonstrated it now becomes clear that when any object is perceived with both eyes, while the axes of the eyes meet at a point in its surface, then its form will occur in the middles of the surfaces of both eyes;","وإذ قد تبين هذا المعنى فقد تبين منه أن كل مبصر يدرك بالبصرين معاً، ويلتقي سهما البصرين على نقطة من سطحه، فإن صورته تحصل في وسطي سطحي البصرين جميعاً،","وإذ قد تبين هذا المعنى فقد تبين منه أن كل مبصر يدرك بالبصرين معا، ويلتقي سهما البصرين على نقطة من سطحه، فإن صورته تحصل في وسطي سطحي البصرين جميعا،"
e2551                   ,so that these forms will then proceed from the eyes to one and the same place in the common nerve where the two forms will coincide with one another and become one.,"ثم تنتهي صورتاه من البصرين إلى تجويف العصبة المشتركة إلى موضع واحد بعينه، وتنطبق إحداهما على الأخرى وتصير صورة واحدة.","ثم تنتهي صورتاه من البصرين إلى تجويف العصبة المشتركة إلى موضع واحد بعينه، وتنطبق إحداهما على الأخرى وتصير صورة واحدة."
e2552                   ,"The two forms of the point in the object where the two axes meet will occur in two points of the axes on the eyes’ surfaces, then they will proceed from these two points to the central point in the cavity of the common nerve, whether the point on the object where the axes meet lies on the common axis or outside it.",والنقطة التي يلتقي عليها السهمان من المبصر تحصل صورتاها في النقطتين اللتين على السهمين من سطحي البصرين وتصير من هاتين النقطتين إلى نقطة المركز من تجويف العصبة المشتركة كانت النقطة التي يلتقي عليها السهمان من المبصر على السهم المشترك أو خارجة عنه.,والنقطة التي يلتقي عليها السهمان من المبصر تحصل صورتاها في النقطتين اللتين على السهمين من سطحي البصرين وتصير من هاتين النقطتين إلى نقطة المركز من تجويف العصبة المشتركة كانت النقطة التي يلتقي عليها السهمان من المبصر على السهم المشترك أو خارجة عنه.
e2553                   ,"But if the object is on the common axis, and the two axes meet at that point in it that lies on the common axis, then the two forms of that point will be more similar to each other,","إلا أنه إذا كان المبصر على السهم المشترك، والتقى السهمان على النقطة منه التي على السهم المشترك، كانت صورتا هذه النقطة أشد تشابهاً،","إلا أنه إذا كان المبصر على السهم المشترك، والتقى السهمان على النقطة منه التي على السهم المشترك، كانت صورتا هذه النقطة أشد تشابها،"
e2554                   ,"because that point will be equidistant from the two points of the axes that lie in the eyes’ surfaces where the forms of that point occur, since the axes in this case will be equal in length.","لأن بعدي هذه النقطة من النقطتين اللتين تحصل فيهما صورتا هذه النقطة من سطحي البصرين وهما اللتان على السهام يكونان متساويين، لأن السهمين في هذه الحال يكونان متساويين في الطول.","لأن بعدي هذه النقطة من النقطتين اللتين تحصل فيهما صورتا هذه النقطة من سطحي البصرين وهما اللتان على السهام يكونان متساويين، لأن السهمين في هذه الحال يكونان متساويين في الطول."
e2555                   ,"Similarly, every point near that point will appear to the sense to be equally distant from the two points on the eyes’ surfaces where its two forms will occur; the two forms of that point will thus be more similar to one another; ","وكذلك كل نقطة قريبة من هذه النقطة يكون بعداها من النقطتين اللتين تحصل فيهما صورتاها من سطحي البصرين متساويين بالقياس إلى الحس، فتكون صورتاها أشد تشابهاً، ","وكذلك كل نقطة قريبة من هذه النقطة يكون بعداها من النقطتين اللتين تحصل فيهما صورتاها من سطحي البصرين متساويين بالقياس إلى الحس، فتكون صورتاها أشد تشابها، "
e2556                   ,"therefore, the two forms produced in the surfaces of the eyes by the object that lies on the common axis will be more closely similar than the two forms of an object outside the common axis;and, therefore, when the form of an object that lies on the common axis occurs in the cavity of the common nerve, it will be sharper.","فتكون صورتا المبصر الذي على السهم المشترك اللتان تحصلان في سطحي البصرين أشد تشابهاً من صورتي المبصر الخارج عن السهم المشترك، فتكون صورة المبصر الذي على السهم المشترك إذا حصلت في تجويف العصبة المشتركة أشد تحققاً.","فتكون صورتا المبصر الذي على السهم المشترك اللتان تحصلان في سطحي البصرين أشد تشابها من صورتي المبصر الخارج عن السهم المشترك، فتكون صورة المبصر الذي على السهم المشترك إذا حصلت في تجويف العصبة المشتركة أشد تحققا."
e2557                   ,"If, however, the object lies outside the common axis, but is not excessively far from it, then the two forms produced by it in the eyes will not greatly differ, and therefore the form of it produced in the common nerve will not be double.","إلا أنه إذا كان المبصر خارجاً عن السهم المشترك، ولم يكن بعده عنه بعداً متفاوتاً، فليس تختلف صورتاه اللتان تحصلان في البصرين اختلافاً متفاوتاً، فليس تكون صورته التي تحصل في تجويف العصبة المشتركة صورتين.
","إلا أنه إذا كان المبصر خارجا عن السهم المشترك، ولم يكن بعده عنه بعدا متفاوتا، فليس تختلف صورتاه اللتان تحصلان في البصرين اختلافا متفاوتا، فليس تكون صورته التي تحصل في تجويف العصبة المشتركة صورتين.
"
e2558                   ,"If the object lies outside the common axis and is excessively far from it, while the axes of the eyes meet at a point in it, the form produced by it in the common nerve will be one,","وإذا كان المبصر خارجاً عن السهم المشترك، وكان بعده عنه بعداً متفاوتاً، والتقى مع ذلك سهما البصرين على نقطة منه، فإن صورته تحصل في تجويف العصبة المشتركة صورة واحدة،","وإذا كان المبصر خارجا عن السهم المشترك، وكان بعده عنه بعدا متفاوتا، والتقى مع ذلك سهما البصرين على نقطة منه، فإن صورته تحصل في تجويف العصبة المشتركة صورة واحدة،"
e2559                   ,"and the form of that point in it where the axes meet will occur in the central point, but the object’s form will not be distinct but confused.","وتحصل صورة النقطة منه التي التقى عليها السهمان في نقطة المركز، إلا أن صورته ليس تكون محققة بل تكون مشتبهة.","وتحصل صورة النقطة منه التي التقى عليها السهمان في نقطة المركز، إلا أن صورته ليس تكون محققة بل تكون مشتبهة."
e2560                   ,"Thus, in any event, the form of that point in the object where the axes meet will occur in the central point inside the cavity of the common nerve, whether the meeting point lies on the common axis or outside it, and the remainder of the object’s form will surround the central point.","فالنقطة التي يلتقي عليها السهمان من المبصر تحصل صورتها على تصاريف الأحوال في نقطة المركز من تجويف العصبة المشتركة، كانت نقطة الالتقاء على السهم المشترك أو خارجة عنه، وتحصل بقية صورة المبصر محيطة بنقطة المركز.","فالنقطة التي يلتقي عليها السهمان من المبصر تحصل صورتها على تصاريف الأحوال في نقطة المركز من تجويف العصبة المشتركة، كانت نقطة الالتقاء على السهم المشترك أو خارجة عنه، وتحصل بقية صورة المبصر محيطة بنقطة المركز."
e2561                   ,"If the object is of a small size and approximately equal dimensions, and it lies on the common axis or close to it, the form produced by it in the common nerve will be one and also distinct, because every point in it will be similarly situated with respect to the eyes, as was already shown.","فإن كان المبصر صغير الحجم ومتقارب الأقطار، وكان على السهم المشترك أو قريباً منه فإن صورته تحصل في تجويف العصبة المشتركة صورة واحدة ومع ذلك محققة، لأن كل نقطة منه يكون وضعها من البصرين وضعاً متشابهاً لما تبين من قبل،","فإن كان المبصر صغير الحجم ومتقارب الأقطار، وكان على السهم المشترك أو قريبا منه فإن صورته تحصل في تجويف العصبة المشتركة صورة واحدة ومع ذلك محققة، لأن كل نقطة منه يكون وضعها من البصرين وضعا متشابها لما تبين من قبل،"
e2562                   ,"If the object is of a large size and broad dimensions, and it lies on the common axis, then the form of that part of it which surrounds the point where the axes meet will occur in the common nerve as one distinct form,","فإن كان المبصر عظيم الحجم وفسيح الأقطار، وكان مع ذلك على السهم المشترك، فإن الجزء منه الذي عند موضع التقاء السهمين الذي يحيط بنقطة الالتقاء تحصل صورته في العصبة المشتركة صورة واحدة ومحققة،","فإن كان المبصر عظيم الحجم وفسيح الأقطار، وكان مع ذلك على السهم المشترك، فإن الجزء منه الذي عند موضع التقاء السهمين الذي يحيط بنقطة الالتقاء تحصل صورته في العصبة المشتركة صورة واحدة ومحققة،"
e2563                   ,"and the form of the remaining parts will be continuous with the form of that part, and thus the form of the object as a whole will in any case be one, though the form of the object’s extremities and borders, and of all that is far from the meeting point, will be undefined and indistinct.","وتحصل صورة بقية أجزاءه متصلة بصورة هذا الجزء، فتحصل صورة جملة المبصر واحدة على جميع الأحوال، إلا أن صورة أطرافه وحواشيه وكلما كان بعيداً عن الالتقاء تكون مشتبهة غير محققة.","وتحصل صورة بقية أجزاءه متصلة بصورة هذا الجزء، فتحصل صورة جملة المبصر واحدة على جميع الأحوال، إلا أن صورة أطرافه وحواشيه وكلما كان بعيدا عن الالتقاء تكون مشتبهة غير محققة."
e2564                   ,Because it is not the case that the two forms of every point that is far from the meeting point will be produced in two points whose positions relative to the eyes are extremely similar;,"لأنه ليس كل نقطة بعيدة عن نقطة الالتقاء تحصل صورتاها في نقطتين متشابهتي الوضع من البصرين في غاية التشابه،","لأنه ليس كل نقطة بعيدة عن نقطة الالتقاء تحصل صورتاها في نقطتين متشابهتي الوضع من البصرين في غاية التشابه،"
e2565                   ,"rather the form of such a point will occupy two points in the eyes which are similarly situated in respect of direction, but may or may not be similarly situated in respect of distance from the axes.","بل إنما تحصل صورة كل نقطة بعيدة من نقطة الالتقاء في نقطتين من البصرين وضعهما من البصرين وضع متشابه في الجهة، وربما كان متشابهاً في البعد عن السهمين، وربما لم يكن متشابهاً في البعد عن السهمين.","بل إنما تحصل صورة كل نقطة بعيدة من نقطة الالتقاء في نقطتين من البصرين وضعهما من البصرين وضع متشابه في الجهة، وربما كان متشابها في البعد عن السهمين، وربما لم يكن متشابها في البعد عن السهمين."
e2566                   ,"The form of a point that is not at equal distances from the axes will occur in the cavity of the common nerve at two points displaced from the Centre in the same direction, but they will be double.","والتي ليست متشابهة البعد تحصل صورتاها في تجويف العصبة المشتركة في نقطتين مائلتين عن المركز في جهة واحدة، إلا أنهما يكونان اثنين.","والتي ليست متشابهة البعد تحصل صورتاها في تجويف العصبة المشتركة في نقطتين مائلتين عن المركز في جهة واحدة، إلا أنهما يكونان اثنين."
e2567                   ,"The effect of that on an object of the same colour will not be great, because of the similarity of the colour and the continuity of the form; but an effect will be produced if the object is of various colours or if lines, designs or fine detail exist in it, so that the form of its edges will be undefined and indistinct.
","فإن كان المبصر ذا لون واحد فليس يؤثر ذلك فيه كثير تأثير لتشابه اللون ولاتصال الصورة، وإذا كان المبصر ذا ألوان مختلفة أو كان فيه تخطيط أو نقوش أو معان لطيفة فإن هذا المعنى يؤثر فيه فتكون صورة أطرافه مشتبهة غير محققة.
","فإن كان المبصر ذا لون واحد فليس يؤثر ذلك فيه كثير تأثير لتشابه اللون ولاتصال الصورة، وإذا كان المبصر ذا ألوان مختلفة أو كان فيه تخطيط أو نقوش أو معان لطيفة فإن هذا المعنى يؤثر فيه فتكون صورة أطرافه مشتبهة غير محققة.
"
e2568                   ,"If the object is large and of broad dimensions, and the eyes’ axes remain fixed at a point in it, its form will appear single, the meeting point in it and those around it will be distinct and well defined, but the points near its edges and borders will be indefinite and indistinct — on two counts:","وإذا كان المبصر عظيم الحجم فسيح الأقطار، وكان سهما البصرين ثابتين على نقطة منه وغير متحركين، فإن صورته تظهر واحدة، ويكون موضع الالتقاء منه وما يليه محققاً غير مشتبه، ويكون ما يلي أطرافه وحواشيه ملتبساً غير محقق لحالتين:","وإذا كان المبصر عظيم الحجم فسيح الأقطار، وكان سهما البصرين ثابتين على نقطة منه وغير متحركين، فإن صورته تظهر واحدة، ويكون موضع الالتقاء منه وما يليه محققا غير مشتبه، ويكون ما يلي أطرافه وحواشيه ملتبسا غير محقق لحالتين:"
e2569                   ,"one is that the object’s edges are perceived through rays that are far from the [common] axis and, therefore, will not be perfectly clear; the second is that not every point in the object will produce its form in the same point inside the common nerve.","إحداهما أن أطرافه تدرك بشعاعات بعيدة عن السهم فليس تكون في غاية البيان، والثانية أنه ليس كل نقطة منه تحصل صورتها في تجويف العصبة المشتركة في نقطة واحدة.","إحداهما أن أطرافه تدرك بشعاعات بعيدة عن السهم فليس تكون في غاية البيان، والثانية أنه ليس كل نقطة منه تحصل صورتها في تجويف العصبة المشتركة في نقطة واحدة."
e2570                   ,The form of such an object will become distinct only when the two axes move over all of its parts.,فإذا تحرك السهمان على جميع أجزاء المبصر الذي بهذه الصفة فحينئذ تتحقق صورته.,فإذا تحرك السهمان على جميع أجزاء المبصر الذي بهذه الصفة فحينئذ تتحقق صورته.
e2571                   ,"If the object lies outside the common axis and far from it, its form will not be distinct, because no point in it will be similarly situated relative to the two eyes, since no point in such an object will be equally distant either from the points in the surfaces of the eyes where its two forms will occur or from the axes.","فإن كان المبصر خارجاً عن السهم المشترك وبعيداً عنه، فإن صورته ليس تكون محققة، لأن وضع كل نقطة منه من البصرين ليس يكون وضعاً متشابهاً لاختلاف بعدي النقطة من المبصر الذي بهذه الصفة عن النقطتين من سطحي البصرين اللتين تحصل فيهما صورتاها وعن السهمين.","فإن كان المبصر خارجا عن السهم المشترك وبعيدا عنه، فإن صورته ليس تكون محققة، لأن وضع كل نقطة منه من البصرين ليس يكون وضعا متشابها لاختلاف بعدي النقطة من المبصر الذي بهذه الصفة عن النقطتين من سطحي البصرين اللتين تحصل فيهما صورتاها وعن السهمين."
e2572                   ,"If, however, both eyes turn towards such an object so that the common axis may fall upon the object or close to it, then its form will become distinct.","فإذا مال البصران معاً إلى المبصر الذي بهذه الصفة حتى يصير السهم المشترك على هذا المبصر أو قريباً منه تحققت حينئذ صورته.
","فإذا مال البصران معا إلى المبصر الذي بهذه الصفة حتى يصير السهم المشترك على هذا المبصر أو قريبا منه تحققت حينئذ صورته.
"
e2573                   ,"Again, if sight perceives several objects at once, while the two axes meet and remain fixed on it, then, assuming the remaining objects to lie outside the [common] axis, and the object on which the two axes meet to be small, the form of the object on which the two axes meet will occur in the cavity of the common nerve as a single, distinct form.","وكذلك إذا أراد البصر عدة من المبصرات معاً، والتقى سهما البصرين على واحد من تلك المبصرات وثبتا عليه، وكانت المبصرات الباقية خارجة عن السهم، وكان المبصر الذي التقى عليه السهمان صغير الحجم، فإن صورة المبصر الذي التقى عليه السهمان تحصل في تجويف العصبة المشتركة صورة واحدة ومحققة.","وكذلك إذا أراد البصر عدة من المبصرات معا، والتقى سهما البصرين على واحد من تلك المبصرات وثبتا عليه، وكانت المبصرات الباقية خارجة عن السهم، وكان المبصر الذي التقى عليه السهمان صغير الحجم، فإن صورة المبصر الذي التقى عليه السهمان تحصل في تجويف العصبة المشتركة صورة واحدة ومحققة."
e2574                   ,"If the object lies on the common axis, its form will be more distinct than that of an object lying outside that axis, even though the two axes may meet on it.",وإن كان المبصر على السهم المشترك كانت صورته أشد تحققاً من صورة المبصر الخارج عن السهم المشترك وإن التقى عليه السهمان.,وإن كان المبصر على السهم المشترك كانت صورته أشد تحققا من صورة المبصر الخارج عن السهم المشترك وإن التقى عليه السهمان.
e2575                   ,"Of the remaining objects which are perceived at that moment, those that are close to the object on which the two axes meet, provided they are small, will produce in the cavity of the common nerve single forms the definition ot which has not been impaired, since these forms will be close to the Centre.","وما كان من المبصرات الباقية التي يدركها البصر في تلك الحال قريباً من المبصر الذي التقى عليه السهمان، وكان مع ذلك صغير الحجم، فإن صورته تحصل في تجويف العصبة المشتركة واحدة وليس فيها اشتباه يؤثر في صورتها، لأن صورته تكون قريبة من المركز.","وما كان من المبصرات الباقية التي يدركها البصر في تلك الحال قريبا من المبصر الذي التقى عليه السهمان، وكان مع ذلك صغير الحجم، فإن صورته تحصل في تجويف العصبة المشتركة واحدة وليس فيها اشتباه يؤثر في صورتها، لأن صورته تكون قريبة من المركز."
e2576                   ,"And of the same remaining objects, the form of one that is far from the object on which the two axes meet, will occur in the cavity of the common nerve as an indefinite form.",وما كان من المبصرات التي يدركها البصر في تلك الحال بعيداً عن المبصر الذي التقى عليه السهمان فإن صورته تحصل في تجويف العصبة المشتركة ملتبسة.,وما كان من المبصرات التي يدركها البصر في تلك الحال بعيدا عن المبصر الذي التقى عليه السهمان فإن صورته تحصل في تجويف العصبة المشتركة ملتبسة.
e2577                   ,"For this form will either become two forms that intermingle because they arc on the same side and no great difference exists between their positions in respect of distance, given that the two forms will overlap if the difference between their distances is slight,","فإما تكون صورتين وتكونا متداخلتين لأنهما في جهة واحدة والاختلاف الذي بين وضعيهما في البعد ليس يكون متفاوتاً، وإذا كان الاختلاف في البعد الذي بين الصورتين يسيراً كانت الصورتان متداخلتين،","فإما تكون صورتين وتكونا متداخلتين لأنهما في جهة واحدة والاختلاف الذي بين وضعيهما في البعد ليس يكون متفاوتا، وإذا كان الاختلاف في البعد الذي بين الصورتين يسيرا كانت الصورتان متداخلتين،"
e2578                   ,"or the form of some parts of that object will be double but the form of other parts will be single, and thus the form of such objects will in any case be undefined, the reason being the difference in position between the rays drawn to the object and the fact that those rays are far from the two axes.","وإما أن تكون صورة بعض أجزائه صورتين وصورة بعض أجزائه صورة واحدة، فتكون صورة ما هذه حاله من المبصرات ملتبسة على جميع الأحوال، من أجل اختلاف وضع الشعاعات التي تخرج إليه ومن أجل أن الشعاعات الخارجة إليه تكون بعيدة عن السهمين.","وإما أن تكون صورة بعض أجزائه صورتين وصورة بعض أجزائه صورة واحدة، فتكون صورة ما هذه حاله من المبصرات ملتبسة على جميع الأحوال، من أجل اختلاف وضع الشعاعات التي تخرج إليه ومن أجل أن الشعاعات الخارجة إليه تكون بعيدة عن السهمين."
e2579                   ,"Thus the form of an object that lies aside from the two axes and far from the meeting point of these axes will be undefined and indistinct as long as the object remains distant from that meeting point, but the form of the object will become distinct when the axes move and meet on it.","فالمبصر المائل عن السهمين البعيد عن موضع التقاء السهمين تكون صورته ملتبسة غير محققة ما دام بعيداً عن ملتقى السهمين، فإذا تحرك السهمان والتقيا عليه تحققت صورته.
","فالمبصر المائل عن السهمين البعيد عن موضع التقاء السهمين تكون صورته ملتبسة غير محققة ما دام بعيدا عن ملتقى السهمين، فإذا تحرك السهمان والتقيا عليه تحققت صورته.
"
e2580                   ,"If, however, the two axes meet on a visible object, while the eyes perceive another object closer to or farther from them than that on which the two axes meet, while at the same time being located between those axes, then that object will be differently situated with reference to the eyes in respect of direction.","فأما إذا التقى سهما البصرين على مبصر من المبصرات وكان البصران مع ذلك يدركان مبصراً آخر، وكان ذلك المبصر الآخر أقرب إلى البصرين من المبصر الذي التقى عليه السهمان أو بعد منه، وكان مع ذلك فيما بين السهمين، فإن وضعه من البصرين يكون مختلفاً في الجهة.","فأما إذا التقى سهما البصرين على مبصر من المبصرات وكان البصران مع ذلك يدركان مبصرا آخر، وكان ذلك المبصر الآخر أقرب إلى البصرين من المبصر الذي التقى عليه السهمان أو بعد منه، وكان مع ذلك فيما بين السهمين، فإن وضعه من البصرين يكون مختلفا في الجهة."
e2581                   ,"Because if it lies between the two axes, then: it will be to the right of one of them and to the left of the other; the rays drawn to it from one eye will be to the right of the axis and those drawn to it from the other eye to the left of the axis; therefore, its position relative to the eyes will differ in respect to direction.","وذلك أنه كان فيما بين السهمين، فإنه يكون متيامناً عن أحد السهمين ومتياسراً عن الآخر، وتكون الشعاعات التي تخرج إليه من أحد البصرين متيامنة عن السهم والتي تخرج إليه من البصر الآخر متياسرة عن السهم، فيكون وضعه من البصرين وضعاً مختلفاً في الجهة.","وذلك أنه كان فيما بين السهمين، فإنه يكون متيامنا عن أحد السهمين ومتياسرا عن الآخر، وتكون الشعاعات التي تخرج إليه من أحد البصرين متيامنة عن السهم والتي تخرج إليه من البصر الآخر متياسرة عن السهم، فيكون وضعه من البصرين وضعا مختلفا في الجهة."
e2582                   ,"The forms of such an object will occur in differently situated places in the eyes; the two forms produced by it in the eyes will proceed to two different places in the cavity of the common nerve that lie aside from the Centre, and thus will be two non-coincident forms.","وما هذه حاله من المبصرات فإن صورته تحصل في البصرين في موضعين مختلفي الوضع، وتنتهي صورتاه التي تحصل في البصرين إلى موضعين مختلفين من تجويف العصبة المشتركة، وتكونان عن جنبتي المركز، فتكونان صورتين ولا تنطبق إحديهما على الأخرى.","وما هذه حاله من المبصرات فإن صورته تحصل في البصرين في موضعين مختلفي الوضع، وتنتهي صورتاه التي تحصل في البصرين إلى موضعين مختلفين من تجويف العصبة المشتركة، وتكونان عن جنبتي المركز، فتكونان صورتين ولا تنطبق إحديهما على الأخرى."
e2583                   ,"Again, if the object lies on one of the axes and outside the other, it will produce in the cavity of the common nerve two non-coincident forms, one in the Centre, and the other displaced from the Centre.","وكذلك إذا كان المبصر على أحد السهمين، وكان خارجاً عن السم الآخر، فإن صورته تحصل في تجويف العصبة المشتركة صورتين إحديهما على المركز والأخرى مائلة عن المركز ولا تنطبق إحداهما على الأخرى.
","وكذلك إذا كان المبصر على أحد السهمين، وكان خارجا عن السم الآخر، فإن صورته تحصل في تجويف العصبة المشتركة صورتين إحديهما على المركز والأخرى مائلة عن المركز ولا تنطبق إحداهما على الأخرى.
"
e2584                   ,"These, then, are the ways in which the forms of visible objects are produced in the eyes and in the cavity of the common nerve.",سقطمنالنسخة,سقطمنالنسخة
e2585                   ,We shall now describe how all these states of affairs can be experimentally examined so that certainty will be achieved.,"فأما كيف تعتبر جميع هذه المعاني اعتباراً يقع معه اليقين فإن ذلك يكون كما نصف.
","فأما كيف تعتبر جميع هذه المعاني اعتبارا يقع معه اليقين فإن ذلك يكون كما نصف.
"
e2586                   ,"Take a light-weight wooden board of a pale colour, one cubit in length and four fairly large digits wide. Its surface should be even and smooth and its longitudinal and latitudinal edges should be parallel.",يتخذ لوح من خشب خفيف مسفر اللون يكون طوله قدر عظم الذراع وعرضه أربع أصابع مقتدرة. وليكن سطحه مستوياً أملس وتكون نهايتا طوليه متوازين.,يتخذ لوح من خشب خفيف مسفر اللون يكون طوله قدر عظم الذراع وعرضه أربع أصابع مقتدرة. وليكن سطحه مستويا أملس وتكون نهايتا طوليه متوازين.
e2587                   ,"Draw two intersecting diameters on it, and from the point of intersection draw a straight line parallel to its length and another straight line perpendicular to the first, middle line.","وليخرج فيه قطران يتقاطعان ويخرج من موضع التقاطع خط مستقيم مواز لنهاية الطولين، ويخرج من موضع التقاطع أيضاً خط مستقيم قائم على الخط الأول المتوسط على زوايا قائمة.","وليخرج فيه قطران يتقاطعان ويخرج من موضع التقاطع خط مستقيم مواز لنهاية الطولين، ويخرج من موضع التقاطع أيضا خط مستقيم قائم على الخط الأول المتوسط على زوايا قائمة."
e2588                   ,"Paint these lines in different bright colours to make them visible, and paint the diameters in one colour.","ولتصبغ هذه الخطوط بأصباغ مشرقة مختلفة الألوان لتكون ظاهرة، وليكن القطران منها متشابهي اللون.","ولتصبغ هذه الخطوط بأصباغ مشرقة مختلفة الألوان لتكون ظاهرة، وليكن القطران منها متشابهي اللون."
e2589                   ,"In the middle of the board’s shorter edge and at the end of the middle straight line between the diameters, make a round but narrowing opening whose wider part at the beginning is large enough for inserting the bridge of the nose so that the board may rest upon it in such a way that the board’s corners will be extremely close to the middles of the eyes’ surfaces, so close in fact that they almost touch them without actually doing so.","ولنخرق في وسط عرض اللوح عند طرف الخط المستقيم المتوسط وفيما بين القطرين خرقاً مستديراً ومع ذلك منخرطاً أوله أوسع من آخره بقدر ما تدخل فيه قرنة الأنف إذا ركب اللوح عليه إلى أن تصل زاويتا اللوح إلى غاية القرب من وسطي سطحي البصرين وتصيران قريبتين من مماسة البصرين ولا يماسانها.
","ولنخرق في وسط عرض اللوح عند طرف الخط المستقيم المتوسط وفيما بين القطرين خرقا مستديرا ومع ذلك منخرطا أوله أوسع من آخره بقدر ما تدخل فيه قرنة الأنف إذا ركب اللوح عليه إلى أن تصل زاويتا اللوح إلى غاية القرب من وسطي سطحي البصرين وتصيران قريبتين من مماسة البصرين ولا يماسانها.
"
e2590                   ,"Let the board be like the figure ABGD [Fig. III. 1]: the diameters are AD, BG; the intersection point is K; the longitudinal line extending in its middle is EKZ; the line intersecting this line at right angles is HKT; and the opening in the middle of the board’s latitudinal side is contained by the line MEN.","وليكن اللوح على مثال شكل ا ب ج د ، وليكن قطراه ا د و ب ج ، ولتكن نقطة التقاطع نقطة ك، وليكن الخط الذي في وسطه الممتد في طوله ه ك، وليكن الخط الذي يقطع هذا الخط على زوايا قائمة ح ك ط ، وليكن الخرق الذي في وسط عرض اللوح هو الذي يحيط به خط م ه ن.
","وليكن اللوح على مثال شكل ا ب ج د ، وليكن قطراه ا د و ب ج ، ولتكن نقطة التقاطع نقطة ك، وليكن الخط الذي في وسطه الممتد في طوله ه ك، وليكن الخط الذي يقطع هذا الخط على زوايا قائمة ح ك ط ، وليكن الخرق الذي في وسط عرض اللوح هو الذي يحيط به خط م ه ن.
"
e2591                   ,"Once the board has been prepared and the lines have been drawn in it in this manner, take a small piece of white wax and make three small cylindrical objects out of it and paint them in three different colours;","فإذا اتخذ اللوح وفرغ من تخطيطه على هذه الصفة، فليؤخذ جزء يسير من الشمع الأبيض فيعمل منه ثلثة أشخاص صغار أسطوانية، ولتصبغ الثلثة بألوان مختلفة كل واحد منها بلون يخالف لون الآخر،","فإذا اتخذ اللوح وفرغ من تخطيطه على هذه الصفة، فليؤخذ جزء يسير من الشمع الأبيض فيعمل منه ثلثة أشخاص صغار أسطوانية، ولتصبغ الثلثة بألوان مختلفة كل واحد منها بلون يخالف لون الآخر،"
